,name,categories
1796,framesdb/images/frame_hj0k5ry8gg38vm8y.jpg,Disconnection
1797,framesdb/images/frame_dhlw2tssllq2dyj0.jpg,"Anticipation,Engagement,Esteem"
1798,framesdb/images/frame_dhlw2tssllq2dyj0.jpg,Disconnection
1799,ade20k/images/sun_axzslvvddlfhmgzh.jpg,"Anticipation,Engagement"
1800,emodb_small/images/gs2trkwi7hos146z4w.jpg,Anger
1801,framesdb/images/frame_i2xy64uh0falgz7x.jpg,Doubt/Confusion
1802,framesdb/images/frame_i2xy64uh0falgz7x.jpg,"Engagement,Peace"
1803,framesdb/images/frame_i2xy64uh0falgz7x.jpg,"Engagement,Peace"
1804,mscoco/images/COCO_train2014_000000450105.jpg,"Confidence,Excitement,Pleasure"
1806,framesdb/images/frame_l9h5xrw2hjq6eato.jpg,Disconnection
1807,framesdb/images/frame_l9h5xrw2hjq6eato.jpg,Annoyance
1808,framesdb/images/frame_i0reddy1zpgx4o49.jpg,Engagement
1809,framesdb/images/frame_cdm3d0clugzeiya2.jpg,Engagement
1810,framesdb/images/frame_cdm3d0clugzeiya2.jpg,"Confidence,Engagement"
1811,framesdb/images/frame_cdm3d0clugzeiya2.jpg,"Anticipation,Engagement"
1812,framesdb/images/frame_kbefjvukzahqqj2a.jpg,"Anticipation,Engagement,Peace"
1813,framesdb/images/frame_kbefjvukzahqqj2a.jpg,Happiness
1814,framesdb/images/frame_kbefjvukzahqqj2a.jpg,"Engagement,Peace"
1815,framesdb/images/frame_kbefjvukzahqqj2a.jpg,Happiness
1816,framesdb/images/frame_kbefjvukzahqqj2a.jpg,Disconnection
1817,framesdb/images/frame_44e8uax5fatr81ga.jpg,Engagement
1818,framesdb/images/frame_44e8uax5fatr81ga.jpg,Engagement
1821,ade20k/images/labelme_sgeghboyugsatii.jpg,Yearning
1822,emodb_small/images/8ivunqxoi7to4qvg43.jpg,Fatigue
1823,framesdb/images/frame_i6ijux44zlbcq1u1.jpg,Engagement
1824,mscoco/images/COCO_train2014_000000052094.jpg,"Excitement,Happiness,Sympathy"
1825,mscoco/images/COCO_train2014_000000488396.jpg,Engagement
1826,framesdb/images/frame_4dz6opx3igfpq9fe.jpg,Engagement
1827,framesdb/images/frame_4dz6opx3igfpq9fe.jpg,"Engagement,Excitement"
1829,framesdb/images/frame_ddgve4om9sn3epwh.jpg,"Confidence,Engagement"
1830,framesdb/images/frame_hycz7o3m8sq1yvhz.jpg,"Confidence,Happiness"
1831,framesdb/images/frame_f8avxp8wf4ouhf32.jpg,"Disquietment,Sadness"
1832,emodb_small/images/1kyrkc28lacsywuxb7.jpg,"Affection,Peace"
1834,framesdb/images/frame_66ob1dorv8d4sqdm.jpg,Sadness
1835,framesdb/images/frame_6bqwatcw4sje4mw4.jpg,"Anticipation,Engagement,Happiness"
1836,framesdb/images/frame_0o5ktdqeo81zarjb.jpg,Happiness
1838,framesdb/images/frame_ckuj5zijnf86pq5l.jpg,Engagement
1840,emodb_small/images/0p2ewbls77a32jve7h.jpg,"Happiness,Peace,Pleasure,Sympathy"
1841,emodb_small/images/0p2ewbls77a32jve7h.jpg,"Affection,Excitement,Happiness,Pleasure"
1844,framesdb/images/frame_k49vy1rutfinuutj.jpg,Engagement
1846,framesdb/images/frame_6652s9jipm5cdyfv.jpg,Confidence
1847,framesdb/images/frame_6vtzegqh1wgpy08s.jpg,Engagement
1849,framesdb/images/frame_b5j1848vph1ivan5.jpg,"Confidence,Engagement"
1850,framesdb/images/frame_lvg5z5h2347b3m3w.jpg,Engagement
1851,framesdb/images/frame_lvg5z5h2347b3m3w.jpg,"Anticipation,Disconnection"
1852,framesdb/images/frame_exb9v3ni1fc51npd.jpg,Peace
1853,ade20k/images/labelme_burfatorqtxrdsl.jpg,"Disconnection,Peace"
1854,framesdb/images/frame_ey40e3blzmyxc21n.jpg,Engagement
1855,framesdb/images/frame_1ahy6z0576j89gd1.jpg,Engagement
1856,framesdb/images/frame_1ahy6z0576j89gd1.jpg,Engagement
1857,mscoco/images/COCO_train2014_000000563525.jpg,Happiness
1858,ade20k/images/sun_bmksvroewshbwsai.jpg,"Anticipation,Aversion,Doubt/Confusion"
1859,mscoco/images/COCO_train2014_000000413217.jpg,"Anticipation,Confidence,Excitement"
1860,mscoco/images/COCO_val2014_000000181256.jpg,Engagement
1861,framesdb/images/frame_fj8um5d382654qcu.jpg,Engagement
1863,mscoco/images/COCO_val2014_000000124416.jpg,"Anticipation,Disconnection,Engagement"
1864,framesdb/images/frame_8yta2xgfrwbyvchr.jpg,"Anticipation,Engagement"
1865,framesdb/images/frame_1c2a9wnx8u1fl4we.jpg,"Confidence,Engagement,Excitement,Happiness"
1866,framesdb/images/frame_1c2a9wnx8u1fl4we.jpg,Engagement
1867,framesdb/images/frame_1c2a9wnx8u1fl4we.jpg,Engagement
1868,framesdb/images/frame_1c2a9wnx8u1fl4we.jpg,Engagement
1869,framesdb/images/frame_1c2a9wnx8u1fl4we.jpg,"Excitement,Pleasure"
1870,framesdb/images/frame_2bxmidy6u1ayzhwn.jpg,"Anticipation,Doubt/Confusion"
1872,framesdb/images/frame_61e4dxi6808z8h4t.jpg,"Affection,Happiness"
1873,framesdb/images/frame_61e4dxi6808z8h4t.jpg,"Affection,Happiness,Pleasure"
1875,framesdb/images/frame_fw2p6lodh1g83qg2.jpg,"Engagement,Happiness"
1876,framesdb/images/frame_fw2p6lodh1g83qg2.jpg,"Confidence,Excitement,Happiness"
1877,framesdb/images/frame_fw2p6lodh1g83qg2.jpg,Engagement
1878,framesdb/images/frame_fw2p6lodh1g83qg2.jpg,Happiness
1879,emodb_small/images/cbhus51pmobsg1t2gr.jpg,"Annoyance,Disapproval,Engagement"
1881,mscoco/images/COCO_train2014_000000077639.jpg,"Anticipation,Engagement"
1883,framesdb/images/frame_0u7tozk3qg898a09.jpg,Engagement
1884,framesdb/images/frame_6hna7xyyd2o8v5zw.jpg,"Engagement,Happiness"
1885,framesdb/images/frame_6hna7xyyd2o8v5zw.jpg,"Doubt/Confusion,Fear"
1886,framesdb/images/frame_1pb7fh9lwidrxirt.jpg,Anticipation
1887,framesdb/images/frame_i3vdptmmyad9zmcd.jpg,Engagement
1888,emodb_small/images/hijg5oi27a7glihvq6.jpg,"Disapproval,Disquietment,Surprise"
1889,emodb_small/images/hijg5oi27a7glihvq6.jpg,"Disapproval,Disquietment,Doubt/Confusion,Surprise"
1890,framesdb/images/frame_51w6cj1zqb0p73gb.jpg,Disconnection
1891,framesdb/images/frame_51w6cj1zqb0p73gb.jpg,Anticipation
1892,mscoco/images/COCO_val2014_000000247519.jpg,"Anticipation,Engagement"
1893,mscoco/images/COCO_train2014_000000297173.jpg,"Anticipation,Engagement"
1894,mscoco/images/COCO_train2014_000000297173.jpg,"Anticipation,Confidence,Excitement"
1895,framesdb/images/frame_15am86dq7zctsnzt.jpg,Engagement
1896,framesdb/images/frame_15am86dq7zctsnzt.jpg,Engagement
1897,framesdb/images/frame_7m00qm5k3pw6zrc3.jpg,"Anticipation,Esteem"
1898,framesdb/images/frame_j7cwet6fily7r2t2.jpg,"Engagement,Fear"
1899,framesdb/images/frame_j7cwet6fily7r2t2.jpg,"Anticipation,Engagement,Peace"
1901,framesdb/images/frame_fw72lfie4dhzoey4.jpg,"Disconnection,Peace"
1902,framesdb/images/frame_1z16h4c9qbays7mp.jpg,Engagement
1906,framesdb/images/frame_lltsicarp2oe9cww.jpg,Engagement
1907,framesdb/images/frame_212jws0od97rqx4s.jpg,Disconnection
1908,framesdb/images/frame_1rkjuxmen619lzz4.jpg,"Engagement,Pleasure"
1909,framesdb/images/frame_akj7pf0tfiada6xh.jpg,Engagement
1910,framesdb/images/frame_akj7pf0tfiada6xh.jpg,"Anticipation,Engagement"
1911,framesdb/images/frame_613da2ew0116sk0h.jpg,Engagement
1912,framesdb/images/frame_613da2ew0116sk0h.jpg,"Engagement,Esteem"
1914,framesdb/images/frame_4269zh5t7lar21m0.jpg,"Anticipation,Yearning"
1915,framesdb/images/frame_4zzu0xtt7sko847g.jpg,Engagement
1917,framesdb/images/frame_lwmuvjuvrd5ct3we.jpg,Anticipation
1918,emodb_small/images/gtsc9876oqghvxobog.jpg,"Anger,Annoyance,Disapproval"
1919,framesdb/images/frame_83qlvl67gmvjac46.jpg,Peace
1920,framesdb/images/frame_kbntccrerjykgpll.jpg,"Confidence,Happiness,Pleasure"
1921,framesdb/images/frame_kbntccrerjykgpll.jpg,"Affection,Happiness,Pleasure"
1923,framesdb/images/frame_4demdn0igh78xlp5.jpg,Engagement
1925,framesdb/images/frame_bdfcg2nvtrjejhlg.jpg,"Anticipation,Engagement,Happiness"
1926,mscoco/images/COCO_train2014_000000322327.jpg,Yearning
1927,framesdb/images/frame_19uh30voxuz51zv5.jpg,Engagement
1928,framesdb/images/frame_19uh30voxuz51zv5.jpg,Engagement
1929,framesdb/images/frame_19uh30voxuz51zv5.jpg,Engagement
1930,framesdb/images/frame_19uh30voxuz51zv5.jpg,Disconnection
1932,framesdb/images/frame_f8nov9z3gliqh453.jpg,Engagement
1933,mscoco/images/COCO_val2014_000000531602.jpg,"Affection,Anticipation,Sympathy"
1935,framesdb/images/frame_ear5n7x72t58togh.jpg,Engagement
1937,framesdb/images/frame_7a68ral9kucogafl.jpg,"Doubt/Confusion,Engagement"
1938,framesdb/images/frame_f8y5vyb9umcbv4si.jpg,Disconnection
1939,framesdb/images/frame_f8y5vyb9umcbv4si.jpg,Disconnection
1940,framesdb/images/frame_8otkmg2lew6kr7dk.jpg,Engagement
1941,framesdb/images/frame_cqek89mqznl3tqfl.jpg,"Engagement,Esteem,Happiness"
1942,framesdb/images/frame_cqek89mqznl3tqfl.jpg,"Anticipation,Doubt/Confusion,Engagement"
1943,emodb_small/images/0hw8vbocaeuco4ka8f.jpg,"Engagement,Happiness,Pleasure"
1944,emodb_small/images/0hw8vbocaeuco4ka8f.jpg,"Engagement,Excitement,Happiness"
1945,framesdb/images/frame_jj894cwwtu0eqxsk.jpg,Happiness
1946,framesdb/images/frame_cpbwu7sx99eo3fj0.jpg,"Pain,Suffering"
1947,framesdb/images/frame_aj9rwiin1t7tvzmt.jpg,"Anticipation,Engagement,Happiness"
1948,emodb_small/images/0bapyddr3as5ycgusk.jpg,"Affection,Happiness,Pleasure"
1949,emodb_small/images/0bapyddr3as5ycgusk.jpg,"Affection,Happiness,Pleasure"
1950,emodb_small/images/a2x107ip2c875c7l3v.jpg,Sadness
1951,emodb_small/images/a2x107ip2c875c7l3v.jpg,"Anger,Annoyance,Disquietment,Doubt/Confusion,Embarrassment,Pain,Sensitivity,Suffering"
1954,framesdb/images/frame_4q8iunenmf65upu8.jpg,Engagement
1955,mscoco/images/COCO_val2014_000000182170.jpg,"Anticipation,Engagement,Excitement"
1956,mscoco/images/COCO_train2014_000000241905.jpg,Anticipation
1957,mscoco/images/COCO_train2014_000000241905.jpg,Anticipation
1958,framesdb/images/frame_6mzrtrb9gnshy0kw.jpg,Engagement
1959,framesdb/images/frame_6mzrtrb9gnshy0kw.jpg,Engagement
1960,framesdb/images/frame_36q3fcz89vmabo0o.jpg,"Anticipation,Happiness"
1961,framesdb/images/frame_49bg06ygj1d91m1x.jpg,Engagement
1962,framesdb/images/frame_d7vgjhm7469gv1th.jpg,"Confidence,Engagement"
1963,framesdb/images/frame_7q1rl5sr6fffo476.jpg,"Anticipation,Happiness"
1964,framesdb/images/frame_7q1rl5sr6fffo476.jpg,"Confidence,Peace"
1965,framesdb/images/frame_7q1rl5sr6fffo476.jpg,"Engagement,Esteem,Peace"
1966,framesdb/images/frame_7q1rl5sr6fffo476.jpg,Disconnection
1967,framesdb/images/frame_hckalqfyqxii0k6x.jpg,"Affection,Happiness,Peace,Pleasure"
1968,framesdb/images/frame_ccjypfuht6nmgis9.jpg,"Anticipation,Engagement"
1970,framesdb/images/frame_lworsz5ypfjd5ole.jpg,"Anticipation,Engagement"
1971,framesdb/images/frame_cdcinr46csnrw4dz.jpg,"Anticipation,Engagement"
1972,framesdb/images/frame_cdcinr46csnrw4dz.jpg,"Anticipation,Confidence,Engagement,Esteem"
1973,framesdb/images/frame_cdcinr46csnrw4dz.jpg,Happiness
1976,framesdb/images/frame_kthez6e4k5bieelp.jpg,"Anticipation,Doubt/Confusion,Engagement"
1979,mscoco/images/COCO_val2014_000000575487.jpg,Pleasure
1980,framesdb/images/frame_idipgq1m9tqv219p.jpg,"Pain,Suffering"
1981,framesdb/images/frame_38f43uto9ovj3qmx.jpg,Disconnection
1982,framesdb/images/frame_38f43uto9ovj3qmx.jpg,Engagement
1983,mscoco/images/COCO_val2014_000000504733.jpg,"Anticipation,Engagement,Excitement,Happiness"
1984,framesdb/images/frame_d72sh7jimr7htaxg.jpg,"Engagement,Esteem"
1985,framesdb/images/frame_d72sh7jimr7htaxg.jpg,Happiness
1986,framesdb/images/frame_14robd7zawyftipm.jpg,Engagement
1987,framesdb/images/frame_14robd7zawyftipm.jpg,Engagement
1988,framesdb/images/frame_14robd7zawyftipm.jpg,Engagement
1989,mscoco/images/COCO_train2014_000000060812.jpg,"Anticipation,Engagement"
1990,mscoco/images/COCO_train2014_000000332322.jpg,Anticipation
1991,emodb_small/images/bgrjpkhmkf772u297t.jpg,"Anticipation,Excitement,Happiness,Pleasure"
1992,framesdb/images/frame_9kelx4vu3y99bheu.jpg,Engagement
1993,framesdb/images/frame_9kelx4vu3y99bheu.jpg,Engagement
1996,framesdb/images/frame_5h5mk67uqruxb7op.jpg,Engagement
1997,mscoco/images/COCO_train2014_000000415458.jpg,"Anticipation,Confidence,Excitement"
1998,framesdb/images/frame_4dk79lfkker7d72o.jpg,Engagement
1999,emodb_small/images/f1k0purilsyt1kz7c1.jpg,"Disapproval,Pain,Sadness,Suffering"
2000,emodb_small/images/f1k0purilsyt1kz7c1.jpg,"Disquietment,Sadness,Suffering"
2001,framesdb/images/frame_g14y90kfqo8odveh.jpg,Engagement
2002,framesdb/images/frame_28w92hd3fuy6i6m6.jpg,Engagement
2003,framesdb/images/frame_cgxzlg6ydf9ouc3q.jpg,"Affection,Engagement,Excitement,Happiness"
2004,framesdb/images/frame_cgxzlg6ydf9ouc3q.jpg,"Affection,Anticipation,Engagement,Happiness"
2005,framesdb/images/frame_cgxzlg6ydf9ouc3q.jpg,"Engagement,Esteem,Happiness"
2006,framesdb/images/frame_cgxzlg6ydf9ouc3q.jpg,"Engagement,Esteem"
2008,framesdb/images/frame_88wgat6c3rjtbfaa.jpg,Confidence
2009,mscoco/images/COCO_train2014_000000041771.jpg,Happiness
2012,framesdb/images/frame_im5arsnyxuzoyvyh.jpg,Anger
2013,framesdb/images/frame_kqwy6ta7pcpzhaw5.jpg,"Disquietment,Doubt/Confusion,Excitement"
2014,framesdb/images/frame_kqwy6ta7pcpzhaw5.jpg,"Excitement,Happiness,Surprise"
2017,framesdb/images/frame_98epop6m9lymul5f.jpg,Disconnection
2018,framesdb/images/frame_aj1s6zkj2o8mig16.jpg,"Anticipation,Engagement"
2019,framesdb/images/frame_008ondrawj3jdhep.jpg,Engagement
2020,framesdb/images/frame_0pwd3t34b6il3vtj.jpg,"Engagement,Happiness"
2021,framesdb/images/frame_0pwd3t34b6il3vtj.jpg,"Anticipation,Happiness"
2022,framesdb/images/frame_0pwd3t34b6il3vtj.jpg,"Happiness,Pleasure"
2023,framesdb/images/frame_1agcu6jsqkf2tfj1.jpg,Engagement
2025,emodb_small/images/a70o0l552iqxerys7g.jpg,"Sadness,Sympathy"
2026,framesdb/images/frame_brqalwomlclj52jd.jpg,"Anticipation,Engagement,Happiness"
2027,framesdb/images/frame_brqalwomlclj52jd.jpg,"Anticipation,Engagement,Happiness"
2028,framesdb/images/frame_brqalwomlclj52jd.jpg,"Confidence,Excitement,Happiness,Surprise"
2029,emodb_small/images/9cdwc7g0thedmx3xuw.jpg,"Disapproval,Disconnection,Doubt/Confusion,Fatigue,Pain,Suffering,Surprise,Yearning"
2033,framesdb/images/frame_9yrnv788a0nksgjv.jpg,Engagement
2034,framesdb/images/frame_9yrnv788a0nksgjv.jpg,"Excitement,Happiness"
2035,framesdb/images/frame_9yrnv788a0nksgjv.jpg,"Fatigue,Happiness"
2036,framesdb/images/frame_cwxkehvw9203e7pq.jpg,Engagement
2037,framesdb/images/frame_6rg3c7wcbyqirev5.jpg,"Esteem,Peace"
2041,emodb_small/images/84ylr78s2vu1x66mau.jpg,"Anger,Annoyance,Disapproval,Disquietment,Fatigue,Sensitivity"
2043,emodb_small/images/gmpjvx38elyg0cye0d.jpg,"Anger,Aversion"
2044,framesdb/images/frame_3k2hlmvz9wevem8n.jpg,Engagement
2045,framesdb/images/frame_indf21yc2tz2759w.jpg,Engagement
2046,framesdb/images/frame_9c49yhhsl8yo35gy.jpg,"Anticipation,Doubt/Confusion"
2047,framesdb/images/frame_d73zxj951pnhk0me.jpg,"Anticipation,Engagement"
2048,emodb_small/images/30nuw6i66lmickmbly.jpg,Sadness
2049,emodb_small/images/30nuw6i66lmickmbly.jpg,Esteem
2050,framesdb/images/frame_070wur98advufcfk.jpg,"Anticipation,Engagement,Yearning"
2051,emodb_small/images/cbdh8gyyi6jo4bajto.jpg,"Disquietment,Doubt/Confusion,Sadness"
2052,mscoco/images/COCO_train2014_000000579623.jpg,"Confidence,Excitement,Happiness"
2053,emodb_small/images/cgp6kofmswswd8xnxc.jpg,"Disapproval,Doubt/Confusion,Engagement"
2054,framesdb/images/frame_eyezzxbmegjp0j4j.jpg,Happiness
2055,framesdb/images/frame_fq9bwk7zoq09rp8r.jpg,"Confidence,Excitement,Happiness"
2057,framesdb/images/frame_fq9bwk7zoq09rp8r.jpg,Disconnection
2058,framesdb/images/frame_fq9bwk7zoq09rp8r.jpg,Engagement
2060,framesdb/images/frame_8swt6rcc4f9xoimf.jpg,"Anger,Doubt/Confusion,Sadness"
2061,framesdb/images/frame_cd4298ca3lgz6z4k.jpg,Engagement
2065,framesdb/images/frame_0tpbihuidb9xcjkq.jpg,"Annoyance,Engagement"
2066,ade20k/images/labelme_rsruntnxdwetlpj.jpg,Disconnection
2067,framesdb/images/frame_hvkeqenbteoc6ljb.jpg,Pain
2068,framesdb/images/frame_hvkeqenbteoc6ljb.jpg,Engagement
2069,framesdb/images/frame_hvkeqenbteoc6ljb.jpg,"Peace,Sadness,Suffering"
2070,emodb_small/images/5858gu4mugrw2cejyu.jpg,"Disconnection,Engagement,Pleasure"
2071,framesdb/images/frame_g9vsu6qfydt2je4z.jpg,Engagement
2072,framesdb/images/frame_161jtxejhmq92x2b.jpg,Engagement
2074,framesdb/images/frame_161jtxejhmq92x2b.jpg,"Anticipation,Engagement,Happiness"
2075,emodb_small/images/he0jwni3zb9rh0o3hy.jpg,"Doubt/Confusion,Surprise"
2077,mscoco/images/COCO_val2014_000000156889.jpg,"Excitement,Happiness"
2079,mscoco/images/COCO_val2014_000000526021.jpg,"Engagement,Excitement"
2081,framesdb/images/frame_87v3t9w9diyephya.jpg,Disconnection
2082,framesdb/images/frame_87v3t9w9diyephya.jpg,Disconnection
2083,framesdb/images/frame_drzgak7qr8box19r.jpg,Engagement
2085,framesdb/images/frame_92xu023f264wt62w.jpg,"Confidence,Engagement"
2086,framesdb/images/frame_92xu023f264wt62w.jpg,Engagement
2087,framesdb/images/frame_duhyn2qp4m3ceij8.jpg,"Anticipation,Engagement"
2091,framesdb/images/frame_h99wfwzefsq0ggau.jpg,Engagement
2092,framesdb/images/frame_7voyclvnguswdb1g.jpg,"Engagement,Pleasure"
2095,framesdb/images/frame_5u2bgsavos23vjx3.jpg,"Confidence,Engagement"
2096,framesdb/images/frame_5u2bgsavos23vjx3.jpg,Engagement
2097,framesdb/images/frame_5u2bgsavos23vjx3.jpg,"Disconnection,Doubt/Confusion,Sensitivity"
2101,framesdb/images/frame_2phu6f3yadwg08do.jpg,Engagement
2103,framesdb/images/frame_j8gh7049e1epxvw6.jpg,Happiness
2105,framesdb/images/frame_cm8oeguf2j48wjil.jpg,Engagement
2106,framesdb/images/frame_cm8oeguf2j48wjil.jpg,Disconnection
2107,framesdb/images/frame_9i9161c29gmlibzq.jpg,"Affection,Engagement,Happiness,Peace,Pleasure"
2108,framesdb/images/frame_3jr9d9agdpsoslpx.jpg,Engagement
2109,emodb_small/images/a77hwmd2i3rbcdgy32.jpg,Pain
2110,framesdb/images/frame_azj8da6q26w1r2k6.jpg,"Anticipation,Engagement,Happiness"
2111,framesdb/images/frame_cuz3lf65dngvoh0r.jpg,Engagement
2112,framesdb/images/frame_j0s89681xd0y9c22.jpg,Sadness
2113,framesdb/images/frame_j0s89681xd0y9c22.jpg,Annoyance
2114,framesdb/images/frame_0czsfbx6xnb6y87y.jpg,"Engagement,Pleasure"
2115,framesdb/images/frame_a4kmttz5xtxvbml4.jpg,"Doubt/Confusion,Sadness"
2117,framesdb/images/frame_gkxdlftya4hkuc26.jpg,Engagement
2118,framesdb/images/frame_kqeyo10ahh0h0z2c.jpg,"Confidence,Happiness,Sympathy"
2119,framesdb/images/frame_kqeyo10ahh0h0z2c.jpg,"Anticipation,Engagement"
2120,framesdb/images/frame_0xv2waxqdt9799lx.jpg,Engagement
2121,emodb_small/images/ekhtdcez1lztslt6z1.jpg,Sadness
2122,framesdb/images/frame_76uf0w84209ewwu1.jpg,Engagement
2123,emodb_small/images/bvnl5un1jcl9g3fi27.jpg,"Anger,Annoyance,Disconnection"
2124,emodb_small/images/bvnl5un1jcl9g3fi27.jpg,"Anticipation,Disapproval,Engagement"
2125,mscoco/images/COCO_val2014_000000198510.jpg,Confidence
2126,framesdb/images/frame_a230y9130m96ota3.jpg,"Affection,Happiness"
2127,framesdb/images/frame_0qtc189klvtsj4nw.jpg,"Engagement,Excitement,Happiness"
2128,framesdb/images/frame_0qtc189klvtsj4nw.jpg,Engagement
2130,framesdb/images/frame_9ndtphvu1y3fcc1y.jpg,Engagement
2131,framesdb/images/frame_hn5iaoy2tj01dlo1.jpg,Disconnection
2133,framesdb/images/frame_fyy9xthd7djzpa6i.jpg,Engagement
2134,mscoco/images/COCO_train2014_000000077981.jpg,"Engagement,Excitement"
2135,emodb_small/images/c2pixaj33wvvaso97r.jpg,"Disconnection,Disquietment,Doubt/Confusion,Fatigue,Suffering"
2136,framesdb/images/frame_azew0yocping5k1t.jpg,Engagement
2137,framesdb/images/frame_azew0yocping5k1t.jpg,"Anticipation,Engagement"
2138,framesdb/images/frame_azew0yocping5k1t.jpg,"Anticipation,Confidence,Engagement,Happiness"
2139,mscoco/images/COCO_val2014_000000506723.jpg,"Affection,Engagement,Peace"
2140,framesdb/images/frame_gkmlkxxdix27rkl8.jpg,"Peace,Sensitivity"
2141,framesdb/images/frame_2qe8tqeq5cblvrq7.jpg,Engagement
2142,framesdb/images/frame_2qe8tqeq5cblvrq7.jpg,"Engagement,Pleasure"
2144,framesdb/images/frame_ax0vdmegowfn3uqv.jpg,"Anticipation,Engagement,Happiness"
2145,framesdb/images/frame_ax0vdmegowfn3uqv.jpg,"Anticipation,Engagement"
2146,framesdb/images/frame_iva7tkn21bxa3pxj.jpg,"Engagement,Peace"
2147,mscoco/images/COCO_val2014_000000080834.jpg,"Anticipation,Disconnection,Disquietment,Doubt/Confusion"
2148,framesdb/images/frame_9bfvhkirjbt16ph0.jpg,Confidence
2149,framesdb/images/frame_9bfvhkirjbt16ph0.jpg,Engagement
2150,framesdb/images/frame_9bfvhkirjbt16ph0.jpg,"Doubt/Confusion,Happiness"
2151,framesdb/images/frame_fr2mpa9lybzl50ni.jpg,Engagement
2152,emodb_small/images/1ggg1cxv951z7z3yjo.jpg,Sadness
2153,emodb_small/images/1ggg1cxv951z7z3yjo.jpg,Confidence
2156,framesdb/images/frame_4iobiurliv1azezs.jpg,Anticipation
2157,framesdb/images/frame_4iobiurliv1azezs.jpg,Engagement
2158,framesdb/images/frame_4iobiurliv1azezs.jpg,"Disconnection,Engagement,Fatigue"
2159,framesdb/images/frame_4iobiurliv1azezs.jpg,Engagement
2160,framesdb/images/frame_1j723l69hmc1mjqa.jpg,Engagement
2162,framesdb/images/frame_15muez585x24ijka.jpg,"Anticipation,Happiness"
2163,framesdb/images/frame_15muez585x24ijka.jpg,Engagement
2164,framesdb/images/frame_60pcqscqal0slp6r.jpg,"Anticipation,Engagement,Happiness"
2165,framesdb/images/frame_60pcqscqal0slp6r.jpg,Engagement
2169,framesdb/images/frame_lkui1lbf9rdm2ft6.jpg,Disconnection
2170,framesdb/images/frame_k5xl5kmxdlntul5m.jpg,"Confidence,Excitement,Happiness"
2173,framesdb/images/frame_8851hj3hg9f91f2g.jpg,Disconnection
2175,framesdb/images/frame_gq0p3yx6jtwqfhj8.jpg,Engagement
2176,framesdb/images/frame_25qlipngq4ng3c37.jpg,"Confidence,Engagement"
2177,framesdb/images/frame_25qlipngq4ng3c37.jpg,Engagement
2178,framesdb/images/frame_25qlipngq4ng3c37.jpg,Engagement
2179,mscoco/images/COCO_train2014_000000066669.jpg,"Affection,Peace"
2180,framesdb/images/frame_6ohv4bzb4ikp6v7x.jpg,"Anticipation,Esteem,Happiness"
2182,framesdb/images/frame_1w1fc6dc1yeuz8c4.jpg,Engagement
2183,framesdb/images/frame_kmkvhzh54lmajdz5.jpg,"Anticipation,Confidence,Engagement"
2186,ade20k/images/sun_aijojbabpoxzlosy.jpg,Surprise
2187,framesdb/images/frame_gpuiv5j87axaz21k.jpg,"Confidence,Pain"
2188,framesdb/images/frame_f2pgf6gjd7idq331.jpg,Engagement
2190,emodb_small/images/eobkaompjnu5h5hxxy.jpg,"Engagement,Pain,Sadness,Sympathy"
2191,framesdb/images/frame_htva4up5qhy4abag.jpg,Happiness
2193,framesdb/images/frame_6scunvo8jjis7v5j.jpg,"Confidence,Engagement"
2194,framesdb/images/frame_9inudee0jmyown45.jpg,Engagement
2195,emodb_small/images/8ze4iuoys263mhil2v.jpg,"Sadness,Sensitivity,Suffering"
2196,framesdb/images/frame_hmk0tuw32c3brxq9.jpg,"Excitement,Happiness"
2197,mscoco/images/COCO_train2014_000000337886.jpg,Engagement
2198,framesdb/images/frame_cx4rres1w1259r1h.jpg,"Confidence,Engagement,Happiness"
2199,framesdb/images/frame_lj17b72ey9a1j2hj.jpg,"Anticipation,Doubt/Confusion,Engagement"
2200,framesdb/images/frame_lj17b72ey9a1j2hj.jpg,"Anticipation,Engagement"
2203,framesdb/images/frame_8xf4bsn6e198v9ka.jpg,Engagement
2205,ade20k/images/sun_aclothkttyccszmc.jpg,"Confidence,Happiness"
2206,ade20k/images/sun_aclothkttyccszmc.jpg,Embarrassment
2207,framesdb/images/frame_fn20y7v34zymuw40.jpg,Engagement
2208,mscoco/images/COCO_train2014_000000028103.jpg,"Confidence,Engagement"
2210,framesdb/images/frame_7j197bj4rbuaq6ol.jpg,Engagement
2211,framesdb/images/frame_7j197bj4rbuaq6ol.jpg,"Disconnection,Fatigue,Peace"
2212,framesdb/images/frame_gdn1o86wtlbg174x.jpg,Happiness
2213,framesdb/images/frame_gx3a6tetp9rylx0h.jpg,Engagement
2214,framesdb/images/frame_fvhenet2uz1vxr59.jpg,Engagement
2215,framesdb/images/frame_fvhenet2uz1vxr59.jpg,Engagement
2216,framesdb/images/frame_d4o64ld2jxmu0nsk.jpg,"Anger,Engagement,Happiness"
2217,framesdb/images/frame_d4o64ld2jxmu0nsk.jpg,"Affection,Engagement"
2218,framesdb/images/frame_j5ba6l0fguoh959l.jpg,"Confidence,Happiness"
2219,framesdb/images/frame_fricwrkuu46zpnoy.jpg,"Affection,Happiness"
2220,mscoco/images/COCO_val2014_000000093068.jpg,Engagement
2221,emodb_small/images/0yhtqcird7ohc0wn5s.jpg,"Engagement,Happiness,Pleasure"
2222,mscoco/images/COCO_val2014_000000208347.jpg,"Anticipation,Engagement"
